dt,dt_iso,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description
1653750000,2022-05-28 15:00:00 +0000 UTC,local,31.35,30.8,23.72,33.68,1011,None,None,36,3.43,None,14,few clouds
1653753600,2022-05-28 16:00:00 +0000 UTC,local,30.29,29.68,23.72,33.12,1011,None,None,37,3.32,None,61,broken clouds
1653757200,2022-05-28 17:00:00 +0000 UTC,local,28.14,27.72,22.72,31.45,1011,None,None,39,2.81,None,61,broken clouds
1653760800,2022-05-28 18:00:00 +0000 UTC,local,27.1,27.04,22.72,30.34,1011,None,None,42,2.16,None,63,broken clouds
1653764400,2022-05-28 19:00:00 +0000 UTC,local,24.51,24.24,21.72,24.59,1011,None,None,47,1.52,None,81,broken clouds
1653768000,2022-05-28 20:00:00 +0000 UTC,local,19.82,19.69,19.72,22.33,1011,None,None,70,1.56,None,66,broken clouds
1653771600,2022-05-28 21:00:00 +0000 UTC,local,19.31,19.33,18.72,22.57,1011,None,None,78,1.41,None,84,broken clouds
1653775200,2022-05-28 22:00:00 +0000 UTC,local,19.73,19.72,17.72,22.32,1011,None,None,75,1.43,None,85,overcast clouds
1653778800,2022-05-28 23:00:00 +0000 UTC,local,19.45,19.49,17.72,21.77,1011,None,None,78,1.24,None,31,scattered clouds
1653782400,2022-05-29 00:00:00 +0000 UTC,local,20.06,19.64,17.72,21.21,1011,None,None,58,1.16,None,10,sky is clear
1653786000,2022-05-29 01:00:00 +0000 UTC,local,19.46,19.03,16.72,20.1,1010,None,None,60,0.96,None,8,sky is clear
1653789600,2022-05-29 02:00:00 +0000 UTC,local,18.87,18.43,15.72,19.04,1010,None,None,62,1.4,None,27,scattered clouds
1653793200,2022-05-29 03:00:00 +0000 UTC,local,18.32,17.96,15.01,18.48,1009,None,None,67,1.21,None,26,scattered clouds
1653796800,2022-05-29 04:00:00 +0000 UTC,local,16.8,16.44,15.01,17.88,1009,None,None,73,0.99,None,34,scattered clouds
1653800400,2022-05-29 05:00:00 +0000 UTC,local,16.26,15.95,15.57,17.88,1009,None,None,77,1.42,None,47,scattered clouds
1653804000,2022-05-29 06:00:00 +0000 UTC,local,15.74,15.64,15.57,17.32,1010,None,None,87,2.72,None,69,broken clouds
1653807600,2022-05-29 07:00:00 +0000 UTC,local,16.28,16.26,16.12,17.32,1010,None,None,88,2.84,None,81,broken clouds
1653811200,2022-05-29 08:00:00 +0000 UTC,local,17.03,17.03,16.72,17.88,1010,None,None,86,2.82,None,97,overcast clouds
1653814800,2022-05-29 09:00:00 +0000 UTC,local,17.18,17.07,16.72,18.43,1010,None,None,81,2.47,None,99,overcast clouds
1653818400,2022-05-29 10:00:00 +0000 UTC,local,18.2,18.14,17.72,19.54,1010,None,None,79,3.57,None,100,overcast clouds
1653822000,2022-05-29 11:00:00 +0000 UTC,local,18.5,18.39,17.72,20.66,1009,None,None,76,3.82,None,100,overcast clouds
1653825600,2022-05-29 12:00:00 +0000 UTC,local,18.5,18.31,17.72,20.66,1009,None,None,73,3.98,None,100,overcast clouds
1653829200,2022-05-29 13:00:00 +0000 UTC,local,18.5,18.29,17.72,20.66,1009,None,None,72,4.52,None,100,overcast clouds
1653832800,2022-05-29 14:00:00 +0000 UTC,local,19.53,19.42,18.72,21.77,1009,None,None,72,4.87,None,99,overcast clouds
1653836400,2022-05-29 15:00:00 +0000 UTC,local,19.68,19.56,18.72,22.32,1009,None,None,71,4.53,None,74,broken clouds
1653840000,2022-05-29 16:00:00 +0000 UTC,local,20.72,20.7,18.9,22.88,1009,None,None,71,3.7,None,31,scattered clouds
1653843600,2022-05-29 17:00:00 +0000 UTC,local,19.68,19.56,18.34,21.77,1009,None,None,71,2.92,None,42,scattered clouds
1653847200,2022-05-29 18:00:00 +0000 UTC,local,19.51,19.4,17.79,21.21,1009,None,None,72,2.85,None,40,scattered clouds
1653850800,2022-05-29 19:00:00 +0000 UTC,local,18.46,18.22,17.72,19.0,1009,None,None,71,2.28,None,30,scattered clouds
1653854400,2022-05-29 20:00:00 +0000 UTC,local,17.92,17.62,17.01,18.44,1009,None,None,71,0.84,None,22,few clouds
1653858000,2022-05-29 21:00:00 +0000 UTC,local,17.94,17.72,17.23,18.99,1010,None,None,74,0.67,None,22,few clouds
1653861600,2022-05-29 22:00:00 +0000 UTC,local,17.37,17.09,15.9,18.43,1010,None,None,74,1.21,None,91,overcast clouds
1653865200,2022-05-29 23:00:00 +0000 UTC,local,17.35,17.1,16.45,17.88,1009,None,None,75,1.38,None,98,overcast clouds
1653868800,2022-05-30 00:00:00 +0000 UTC,local,16.84,16.59,15.34,17.88,1009,None,None,77,1.26,None,97,overcast clouds
1653872400,2022-05-30 01:00:00 +0000 UTC,local,16.84,16.62,14.79,17.88,1009,None,None,78,0.83,None,91,overcast clouds
1653876000,2022-05-30 02:00:00 +0000 UTC,local,16.82,16.62,16.12,17.32,1009,None,None,79,0.95,None,99,overcast clouds
1653879600,2022-05-30 03:00:00 +0000 UTC,local,16.82,16.59,16.12,17.32,1009,None,None,78,0.92,None,99,overcast clouds
1653883200,2022-05-30 04:00:00 +0000 UTC,local,16.82,16.59,16.12,17.32,1009,None,None,78,1.35,None,96,overcast clouds
1653886800,2022-05-30 05:00:00 +0000 UTC,local,16.82,16.65,16.12,17.32,1009,None,None,80,1.7,None,99,overcast clouds
1653890400,2022-05-30 06:00:00 +0000 UTC,local,16.82,16.7,16.12,16.82,1010,None,None,82,2.0,None,99,overcast clouds
1653894000,2022-05-30 07:00:00 +0000 UTC,local,16.82,16.7,16.12,16.82,1010,None,None,82,2.5,None,99,overcast clouds
1653897600,2022-05-30 08:00:00 +0000 UTC,local,16.8,16.68,15.9,16.82,1010,None,None,82,3.26,None,100,overcast clouds
1653901200,2022-05-30 09:00:00 +0000 UTC,local,16.83,16.81,16.72,17.32,1011,None,None,86,3.81,0.14,100,light rain
1653904800,2022-05-30 10:00:00 +0000 UTC,local,16.85,16.94,16.12,17.72,1011,None,None,90,3.64,0.17,100,light rain
1653908400,2022-05-30 11:00:00 +0000 UTC,local,16.39,16.36,16.26,17.89,1011,None,None,87,3.57,0.14,100,light rain
1653912000,2022-05-30 12:00:00 +0000 UTC,local,18.98,19.0,18.12,20.11,1012,None,None,79,3.17,0.35,100,light rain
1653915600,2022-05-30 13:00:00 +0000 UTC,local,19.18,19.22,18.72,20.11,1011,None,None,79,2.94,0.32,95,light rain
1653919200,2022-05-30 14:00:00 +0000 UTC,local,18.55,18.58,18.48,21.77,1011,None,None,81,3.92,0.21,100,light rain
1653922800,2022-05-30 15:00:00 +0000 UTC,local,19.8,19.82,18.12,21.77,1011,None,None,76,2.66,None,100,overcast clouds
1653926400,2022-05-30 16:00:00 +0000 UTC,local,19.48,19.36,18.72,20.66,1011,None,None,72,1.7,0.41,100,light rain
1653930000,2022-05-30 17:00:00 +0000 UTC,local,19.05,18.89,18.34,19.55,1011,None,None,72,1.44,0.21,99,light rain
1653933600,2022-05-30 18:00:00 +0000 UTC,local,17.96,17.9,17.72,18.99,1011,None,None,80,0.93,None,100,overcast clouds
1653937200,2022-05-30 19:00:00 +0000 UTC,local,18.5,18.55,18.44,18.99,1011,None,None,82,0.81,0.19,99,light rain
1653940800,2022-05-30 20:00:00 +0000 UTC,local,17.42,17.41,17.37,18.43,1011,None,None,84,1.41,None,86,overcast clouds
1653944400,2022-05-30 21:00:00 +0000 UTC,local,17.92,17.93,17.57,17.93,1011,None,None,83,1.81,None,68,broken clouds
1653948000,2022-05-30 22:00:00 +0000 UTC,local,17.95,17.86,17.79,18.72,1011,None,None,79,1.93,None,82,broken clouds
1653951600,2022-05-30 23:00:00 +0000 UTC,local,17.95,17.84,17.79,18.72,1011,None,None,78,1.56,None,80,broken clouds
1653955200,2022-05-31 00:00:00 +0000 UTC,local,17.17,17.21,15.9,17.88,1011,None,None,87,1.56,None,57,broken clouds
1653958800,2022-05-31 01:00:00 +0000 UTC,local,17.01,17.06,15.9,17.79,1011,None,None,88,1.37,None,67,broken clouds
1653962400,2022-05-31 02:00:00 +0000 UTC,local,17.51,17.61,15.34,17.72,1011,None,None,88,1.37,None,70,broken clouds
1653966000,2022-05-31 03:00:00 +0000 UTC,local,17.51,17.56,15.9,17.72,1011,None,None,86,1.3,None,100,overcast clouds
1653969600,2022-05-31 04:00:00 +0000 UTC,local,17.51,17.54,15.9,17.72,1011,None,None,85,1.32,None,100,overcast clouds
1653973200,2022-05-31 05:00:00 +0000 UTC,local,17.31,17.26,15.9,17.72,1011,None,None,83,1.39,None,100,overcast clouds
1653976800,2022-05-31 06:00:00 +0000 UTC,local,18.39,18.32,15.9,18.48,1011,None,None,78,1.67,None,100,overcast clouds
1653980400,2022-05-31 07:00:00 +0000 UTC,local,18.39,18.37,16.45,18.48,1011,None,None,80,1.34,0.3,100,light rain
1653984000,2022-05-31 08:00:00 +0000 UTC,local,18.91,19.05,17.01,19.04,1011,None,None,84,1.57,0.11,100,light rain
1653987600,2022-05-31 09:00:00 +0000 UTC,local,19.58,19.71,18.43,19.72,1011,None,None,81,1.91,0.19,96,light rain
1653991200,2022-05-31 10:00:00 +0000 UTC,local,20.65,20.81,19.23,20.7,1012,None,None,78,1.43,0.23,97,light rain
1653994800,2022-05-31 11:00:00 +0000 UTC,local,21.81,21.98,20.72,22.88,1012,None,None,74,3.06,0.16,87,light rain
1653998400,2022-05-31 12:00:00 +0000 UTC,local,23.15,23.32,17.72,23.48,1012,None,None,69,3.35,0.11,83,light rain
1654002000,2022-05-31 13:00:00 +0000 UTC,local,23.08,23.35,17.72,23.48,1012,None,None,73,2.92,0.16,70,light rain
1654005600,2022-05-31 14:00:00 +0000 UTC,local,19.51,19.81,17.72,22.57,1012,None,None,88,2.58,1.68,80,moderate rain
1654009200,2022-05-31 15:00:00 +0000 UTC,local,18.5,18.81,18.48,19.79,1012,None,None,92,2.25,0.87,76,light rain
1654012800,2022-05-31 16:00:00 +0000 UTC,local,18.51,18.82,18.48,19.55,1011,None,None,92,2.09,None,56,broken clouds
1654016400,2022-05-31 17:00:00 +0000 UTC,local,19.08,19.42,19.04,19.72,1012,None,None,91,2.29,1.2,55,moderate rain
1654020000,2022-05-31 18:00:00 +0000 UTC,local,19.73,20.0,19.23,22.32,1012,None,None,86,1.52,0.2,54,light rain
1654023600,2022-05-31 19:00:00 +0000 UTC,local,20.12,20.41,19.23,20.15,1012,None,None,85,0.68,1.62,45,moderate rain
1654027200,2022-05-31 20:00:00 +0000 UTC,local,19.54,19.82,18.72,19.59,1012,None,None,87,0.93,None,70,broken clouds
1654030800,2022-05-31 21:00:00 +0000 UTC,local,19.54,19.85,18.68,19.59,1013,None,None,88,1.26,None,64,broken clouds
1654034400,2022-05-31 22:00:00 +0000 UTC,local,19.08,19.39,18.12,19.72,1013,None,None,90,1.06,None,49,scattered clouds
1654038000,2022-05-31 23:00:00 +0000 UTC,local,19.03,19.34,18.72,19.04,1012,None,None,90,0.98,None,52,broken clouds
1654041600,2022-06-01 00:00:00 +0000 UTC,local,19.02,19.28,18.12,19.04,1012,None,None,88,1.28,None,60,broken clouds
1654045200,2022-06-01 01:00:00 +0000 UTC,local,18.79,19.13,17.57,18.99,1012,None,None,92,1.63,None,66,broken clouds
1654048800,2022-06-01 02:00:00 +0000 UTC,local,18.49,18.74,17.57,18.72,1011,None,None,90,1.79,0.19,81,light rain
1654052400,2022-06-01 03:00:00 +0000 UTC,local,17.91,18.08,17.23,17.93,1011,None,None,89,1.8,0.5,84,light rain
1654056000,2022-06-01 04:00:00 +0000 UTC,local,17.9,18.1,17.01,17.93,1011,None,None,90,1.94,0.68,97,light rain
1654059600,2022-06-01 05:00:00 +0000 UTC,local,18.36,18.58,16.68,18.48,1011,None,None,89,1.92,1.43,99,moderate rain
1654063200,2022-06-01 06:00:00 +0000 UTC,local,17.79,18.0,15.01,17.93,1011,None,None,91,2.65,2.11,98,moderate rain
1654066800,2022-06-01 07:00:00 +0000 UTC,local,15.21,15.19,14.45,17.57,1012,None,None,92,4.36,3.82,80,moderate rain
1654070400,2022-06-01 08:00:00 +0000 UTC,local,15.92,15.97,15.34,19.54,1013,None,None,92,5.31,3.41,49,moderate rain
1654074000,2022-06-01 09:00:00 +0000 UTC,local,16.95,17.02,16.82,19.55,1013,None,None,89,4.74,0.66,37,light rain
1654077600,2022-06-01 10:00:00 +0000 UTC,local,19.15,19.16,19.04,21.22,1013,None,None,78,3.87,0.21,72,light rain
1654081200,2022-06-01 11:00:00 +0000 UTC,local,19.63,19.5,19.59,21.78,1013,None,None,71,4.35,0.16,57,light rain
1654084800,2022-06-01 12:00:00 +0000 UTC,local,21.71,21.45,19.72,23.12,1014,None,None,58,4.09,0.11,58,light rain
1654088400,2022-06-01 13:00:00 +0000 UTC,local,16.79,16.43,16.72,18.44,1014,None,None,73,4.47,0.26,72,light rain
1654092000,2022-06-01 14:00:00 +0000 UTC,local,19.57,19.7,17.72,21.77,1014,None,None,81,2.67,3.13,69,moderate rain
1654095600,2022-06-01 15:00:00 +0000 UTC,local,18.54,18.75,18.12,19.72,1014,None,None,88,3.98,1.94,79,moderate rain
1654099200,2022-06-01 16:00:00 +0000 UTC,local,18.57,18.73,18.12,20.67,1014,None,None,86,3.67,2.42,99,moderate rain
1654102800,2022-06-01 17:00:00 +0000 UTC,local,19.73,20.0,18.12,22.32,1014,None,None,86,2.99,2.36,61,moderate rain
1654106400,2022-06-01 18:00:00 +0000 UTC,local,19.09,19.22,18.68,20.11,1013,None,None,83,2.71,0.14,40,light rain
1654110000,2022-06-01 19:00:00 +0000 UTC,local,19.02,19.2,18.34,19.79,1014,None,None,85,1.98,0.24,38,light rain
1654113600,2022-06-01 20:00:00 +0000 UTC,local,18.39,18.66,17.57,19.54,1014,None,None,91,1.88,None,19,few clouds
1654117200,2022-06-01 21:00:00 +0000 UTC,local,17.61,17.88,16.45,18.99,1015,None,None,94,1.63,None,14,few clouds
1654120800,2022-06-01 22:00:00 +0000 UTC,local,17.39,17.48,17.23,18.43,1014,None,None,88,1.65,None,15,few clouds
1654124400,2022-06-01 23:00:00 +0000 UTC,local,17.75,17.98,14.79,17.88,1014,None,None,92,2.36,None,19,few clouds
1654128000,2022-06-02 00:00:00 +0000 UTC,local,17.51,17.72,14.79,17.72,1013,None,None,92,2.6,None,14,few clouds
1654131600,2022-06-02 01:00:00 +0000 UTC,local,17.47,17.67,14.23,17.72,1013,None,None,92,2.19,None,17,few clouds
1654135200,2022-06-02 02:00:00 +0000 UTC,local,16.82,16.7,16.12,16.82,1013,None,None,82,2.12,None,34,scattered clouds
1654138800,2022-06-02 03:00:00 +0000 UTC,local,16.42,16.55,13.68,16.72,1012,None,None,93,1.7,0.16,40,light rain
1654142400,2022-06-02 04:00:00 +0000 UTC,local,16.27,16.15,15.57,16.72,1012,None,None,84,1.7,0.26,45,light rain
1654146000,2022-06-02 05:00:00 +0000 UTC,local,16.24,16.14,15.57,16.26,1013,None,None,85,1.8,0.6,81,light rain
1654149600,2022-06-02 06:00:00 +0000 UTC,local,16.24,16.17,15.01,16.26,1013,None,None,86,2.22,0.5,78,light rain
1654153200,2022-06-02 07:00:00 +0000 UTC,local,16.8,16.7,15.01,16.82,1013,None,None,83,2.5,0.21,75,light rain
1654156800,2022-06-02 08:00:00 +0000 UTC,local,18.43,18.39,16.21,18.48,1013,None,None,79,2.99,None,84,broken clouds
1654160400,2022-06-02 09:00:00 +0000 UTC,local,19.53,19.52,17.57,19.59,1013,None,None,76,3.5,None,93,overcast clouds
1654164000,2022-06-02 10:00:00 +0000 UTC,local,20.13,20.13,19.59,20.7,1014,None,None,74,3.13,0.22,66,light rain
1654167600,2022-06-02 11:00:00 +0000 UTC,local,21.74,21.69,19.72,22.88,1014,None,None,66,3.13,0.2,73,light rain
1654171200,2022-06-02 12:00:00 +0000 UTC,local,21.02,21.01,20.01,22.88,1013,None,None,70,3.13,0.88,75,light rain
1654174800,2022-06-02 13:00:00 +0000 UTC,local,20.05,20.02,19.72,23.68,1013,None,None,73,3.32,0.11,56,light rain
1654178400,2022-06-02 14:00:00 +0000 UTC,local,19.79,20.02,19.59,24.23,1013,None,None,84,3.57,None,53,broken clouds
1654182000,2022-06-02 15:00:00 +0000 UTC,local,20.75,20.79,19.72,23.68,1013,None,None,73,3.59,0.32,58,light rain
1654185600,2022-06-02 16:00:00 +0000 UTC,local,22.24,22.24,19.72,22.88,1013,None,None,66,3.58,1.07,65,moderate rain
1654189200,2022-06-02 17:00:00 +0000 UTC,local,22.47,22.44,19.45,22.93,1013,None,None,64,2.57,None,41,scattered clouds
1654192800,2022-06-02 18:00:00 +0000 UTC,local,21.39,21.36,18.72,21.82,1013,None,None,68,1.84,None,39,scattered clouds
1654196400,2022-06-02 19:00:00 +0000 UTC,local,20.09,20.01,18.72,20.66,1013,None,None,71,1.47,0.2,65,light rain
1654200000,2022-06-02 20:00:00 +0000 UTC,local,19.0,18.89,17.72,19.04,1014,None,None,74,1.36,0.25,64,light rain
1654203600,2022-06-02 21:00:00 +0000 UTC,local,18.13,18.24,17.23,18.99,1014,None,None,86,1.14,0.14,53,light rain
1654207200,2022-06-02 22:00:00 +0000 UTC,local,17.95,18.12,17.23,18.43,1014,None,None,89,1.06,None,56,broken clouds
1654210800,2022-06-02 23:00:00 +0000 UTC,local,17.26,17.44,16.68,18.43,1014,None,None,92,1.12,None,58,broken clouds
1654214400,2022-06-03 00:00:00 +0000 UTC,local,17.14,17.31,16.68,17.88,1013,None,None,92,1.41,None,32,scattered clouds
1654218000,2022-06-03 01:00:00 +0000 UTC,local,16.93,17.08,15.9,17.32,1013,None,None,92,1.55,None,29,scattered clouds
1654221600,2022-06-03 02:00:00 +0000 UTC,local,16.13,16.25,14.79,16.77,1013,None,None,94,1.6,None,31,scattered clouds
1654225200,2022-06-03 03:00:00 +0000 UTC,local,16.7,16.91,14.23,16.77,1013,None,None,95,2.02,None,100,overcast clouds
1654228800,2022-06-03 04:00:00 +0000 UTC,local,15.28,15.4,14.23,16.21,1013,None,None,97,1.89,None,86,overcast clouds
1654232400,2022-06-03 05:00:00 +0000 UTC,local,15.61,15.73,13.68,15.72,1013,None,None,96,1.75,None,95,overcast clouds
1654236000,2022-06-03 06:00:00 +0000 UTC,local,16.25,16.15,14.23,16.72,1013,None,None,85,1.98,None,95,overcast clouds
1654239600,2022-06-03 07:00:00 +0000 UTC,local,17.6,17.84,15.9,17.88,1013,None,None,93,1.72,None,99,overcast clouds
1654243200,2022-06-03 08:00:00 +0000 UTC,local,20.05,20.02,17.57,20.15,1013,None,None,73,1.53,None,57,broken clouds
1654246800,2022-06-03 09:00:00 +0000 UTC,local,21.65,21.54,18.72,21.82,1013,None,None,64,2.61,None,64,broken clouds
1654250400,2022-06-03 10:00:00 +0000 UTC,local,22.27,22.15,20.67,22.37,1013,None,None,61,3.45,None,46,scattered clouds
1654254000,2022-06-03 11:00:00 +0000 UTC,local,22.86,22.69,21.72,22.93,1013,None,None,57,3.89,None,53,broken clouds
1654257600,2022-06-03 12:00:00 +0000 UTC,local,23.43,23.29,21.45,24.54,1013,None,None,56,3.76,0.16,64,light rain
1654261200,2022-06-03 13:00:00 +0000 UTC,local,23.44,23.33,19.45,24.54,1013,None,None,57,4.16,0.17,52,light rain
1654264800,2022-06-03 14:00:00 +0000 UTC,local,21.64,21.64,18.72,24.23,1013,None,None,68,4.2,3.61,80,moderate rain
1654268400,2022-06-03 15:00:00 +0000 UTC,local,19.09,19.09,17.72,23.68,1013,None,None,78,2.92,1.27,54,moderate rain
1654272000,2022-06-03 16:00:00 +0000 UTC,local,20.61,20.68,18.34,21.77,1013,None,None,75,2.32,1.75,65,moderate rain
1654275600,2022-06-03 17:00:00 +0000 UTC,local,20.11,20.16,18.34,20.15,1014,None,None,76,1.91,1.71,90,moderate rain
1654279200,2022-06-03 18:00:00 +0000 UTC,local,19.55,19.57,18.34,20.15,1014,None,None,77,0.83,4.33,99,heavy intensity rain
1654282800,2022-06-03 19:00:00 +0000 UTC,local,17.99,18.09,17.93,19.55,1014,None,None,86,0.36,0.83,92,light rain
1654286400,2022-06-03 20:00:00 +0000 UTC,local,17.92,18.01,16.68,18.68,1014,None,None,86,0.14,0.94,83,light rain
1654290000,2022-06-03 21:00:00 +0000 UTC,local,17.42,17.54,16.68,18.43,1015,None,None,89,0.48,1.62,77,moderate rain
1654293600,2022-06-03 22:00:00 +0000 UTC,local,17.4,17.57,16.45,17.88,1015,None,None,91,0.62,1.53,96,moderate rain
1654297200,2022-06-03 23:00:00 +0000 UTC,local,16.34,16.43,15.9,17.88,1015,None,None,92,1.61,1.23,92,moderate rain
1654300800,2022-06-04 00:00:00 +0000 UTC,local,16.31,16.37,15.34,17.32,1015,None,None,91,1.68,0.6,81,light rain
1654304400,2022-06-04 01:00:00 +0000 UTC,local,16.28,16.31,16.12,16.77,1014,None,None,90,1.66,0.16,82,light rain
1654308000,2022-06-04 02:00:00 +0000 UTC,local,15.78,15.79,14.23,16.77,1014,None,None,91,1.32,None,78,broken clouds
1654311600,2022-06-04 03:00:00 +0000 UTC,local,15.78,15.82,14.23,16.77,1014,None,None,92,1.15,None,81,broken clouds
1654315200,2022-06-04 04:00:00 +0000 UTC,local,15.71,15.74,15.01,16.21,1014,None,None,92,0.68,None,78,broken clouds
1654318800,2022-06-04 05:00:00 +0000 UTC,local,15.17,15.17,15.01,15.72,1014,None,None,93,1.19,None,100,overcast clouds
1654322400,2022-06-04 06:00:00 +0000 UTC,local,15.19,15.17,13.68,15.72,1015,None,None,92,1.45,None,100,overcast clouds
1654326000,2022-06-04 07:00:00 +0000 UTC,local,16.25,16.38,15.34,16.77,1015,None,None,94,1.11,None,99,overcast clouds
1654329600,2022-06-04 08:00:00 +0000 UTC,local,18.42,18.56,17.23,18.48,1016,None,None,86,0.62,None,99,overcast clouds
1654333200,2022-06-04 09:00:00 +0000 UTC,local,18.44,18.56,17.72,18.48,1016,None,None,85,0.23,None,85,overcast clouds
1654336800,2022-06-04 10:00:00 +0000 UTC,local,19.01,19.16,17.89,19.79,1017,None,None,84,1.21,None,48,scattered clouds
1654340400,2022-06-04 11:00:00 +0000 UTC,local,20.58,20.76,18.72,20.7,1017,None,None,79,2.05,0.12,67,light rain
1654344000,2022-06-04 12:00:00 +0000 UTC,local,18.62,18.73,18.48,21.22,1017,None,None,84,2.6,0.13,69,light rain
1654347600,2022-06-04 13:00:00 +0000 UTC,local,20.6,20.73,17.57,20.7,1017,None,None,77,2.62,None,67,broken clouds
1654351200,2022-06-04 14:00:00 +0000 UTC,local,20.39,20.44,19.23,21.12,1017,None,None,75,2.3,0.13,53,light rain
1654354800,2022-06-04 15:00:00 +0000 UTC,local,20.13,20.29,19.72,21.12,1017,None,None,80,3.07,0.12,47,light rain
1654358400,2022-06-04 16:00:00 +0000 UTC,local,20.99,21.05,20.7,22.57,1017,None,None,73,3.21,None,44,scattered clouds
1654362000,2022-06-04 17:00:00 +0000 UTC,local,22.75,22.8,19.72,22.93,1018,None,None,66,2.92,None,58,broken clouds
1654365600,2022-06-04 18:00:00 +0000 UTC,local,22.67,22.66,18.72,22.93,1018,None,None,64,2.93,None,70,broken clouds
1654369200,2022-06-04 19:00:00 +0000 UTC,local,21.07,21.03,17.72,21.26,1019,None,None,69,2.42,None,54,broken clouds
1654372800,2022-06-04 20:00:00 +0000 UTC,local,16.77,16.83,16.72,17.89,1019,None,None,89,1.85,None,24,few clouds
1654376400,2022-06-04 21:00:00 +0000 UTC,local,17.26,17.42,16.68,18.43,1020,None,None,91,1.48,None,14,few clouds
1654380000,2022-06-04 22:00:00 +0000 UTC,local,16.8,16.81,15.72,17.88,1020,None,None,87,0.87,None,33,scattered clouds
1654383600,2022-06-04 23:00:00 +0000 UTC,local,16.27,16.28,15.57,17.32,1020,None,None,89,1.02,None,79,broken clouds
1654387200,2022-06-05 00:00:00 +0000 UTC,local,16.24,16.3,14.79,16.77,1021,None,None,91,1.07,None,96,overcast clouds
1654390800,2022-06-05 01:00:00 +0000 UTC,local,15.71,15.74,14.23,16.21,1021,None,None,92,1.24,None,98,overcast clouds
1654394400,2022-06-05 02:00:00 +0000 UTC,local,15.71,15.74,14.23,16.21,1021,None,None,92,1.17,None,100,overcast clouds
1654398000,2022-06-05 03:00:00 +0000 UTC,local,15.28,15.37,14.23,16.21,1021,None,None,96,1.26,None,100,overcast clouds
1654401600,2022-06-05 04:00:00 +0000 UTC,local,14.7,14.73,13.72,16.21,1021,None,None,96,1.08,None,96,overcast clouds
1654405200,2022-06-05 05:00:00 +0000 UTC,local,14.51,14.55,13.72,15.66,1021,None,None,97,0.7,None,84,broken clouds
1654408800,2022-06-05 06:00:00 +0000 UTC,local,15.14,15.06,14.23,15.66,1022,None,None,90,0.62,None,86,overcast clouds
1654412400,2022-06-05 07:00:00 +0000 UTC,local,15.15,15.07,14.72,15.66,1022,None,None,90,0.64,None,99,overcast clouds
1654416000,2022-06-05 08:00:00 +0000 UTC,local,16.37,16.33,15.9,18.44,1023,None,None,87,1.53,0.13,100,light rain
1654419600,2022-06-05 09:00:00 +0000 UTC,local,17.98,17.87,17.57,19.55,1023,None,None,78,2.07,0.18,100,light rain
1654423200,2022-06-05 10:00:00 +0000 UTC,local,19.02,18.83,18.72,19.23,1023,None,None,71,2.16,0.16,97,light rain
1654426800,2022-06-05 11:00:00 +0000 UTC,local,19.67,19.44,18.72,22.88,1023,None,None,67,2.93,0.15,78,light rain
1654430400,2022-06-05 12:00:00 +0000 UTC,local,20.66,20.45,19.45,22.33,1023,None,None,64,2.96,None,85,overcast clouds
1654434000,2022-06-05 13:00:00 +0000 UTC,local,21.14,20.88,18.72,23.12,1023,None,None,60,2.82,None,93,overcast clouds
1654437600,2022-06-05 14:00:00 +0000 UTC,local,22.71,22.58,18.72,23.12,1022,None,None,59,2.66,None,96,overcast clouds
1654441200,2022-06-05 15:00:00 +0000 UTC,local,22.77,22.67,19.72,23.68,1022,None,None,60,2.64,None,98,overcast clouds
1654444800,2022-06-05 16:00:00 +0000 UTC,local,23.19,23.11,18.72,23.68,1022,None,None,59,2.25,None,99,overcast clouds
1654448400,2022-06-05 17:00:00 +0000 UTC,local,22.14,22.0,18.72,23.12,1022,None,None,61,2.65,None,98,overcast clouds
1654452000,2022-06-05 18:00:00 +0000 UTC,local,21.04,20.87,17.72,21.26,1022,None,None,64,3.1,None,93,overcast clouds
1654455600,2022-06-05 19:00:00 +0000 UTC,local,20.02,19.8,17.72,20.15,1022,None,None,66,3.09,None,57,broken clouds
1654459200,2022-06-05 20:00:00 +0000 UTC,local,17.44,17.33,16.68,18.99,1022,None,None,80,1.84,None,36,scattered clouds
1654462800,2022-06-05 21:00:00 +0000 UTC,local,16.52,16.45,15.57,17.88,1023,None,None,85,1.06,None,13,few clouds
1654466400,2022-06-05 22:00:00 +0000 UTC,local,15.8,15.79,14.72,17.32,1023,None,None,90,1.09,None,74,broken clouds
1654470000,2022-06-05 23:00:00 +0000 UTC,local,15.69,15.51,14.72,16.77,1023,None,None,84,1.3,None,96,overcast clouds
1654473600,2022-06-06 00:00:00 +0000 UTC,local,14.6,14.39,14.23,15.01,1023,None,None,87,0.59,None,100,overcast clouds
1654477200,2022-06-06 01:00:00 +0000 UTC,local,14.63,14.47,13.68,15.66,1022,None,None,89,0.44,None,100,overcast clouds
1654480800,2022-06-06 02:00:00 +0000 UTC,local,14.02,13.8,13.72,14.23,1022,None,None,89,0.74,None,99,overcast clouds
1654484400,2022-06-06 03:00:00 +0000 UTC,local,14.02,13.85,13.34,14.04,1021,None,None,91,1.15,None,100,overcast clouds
1654488000,2022-06-06 04:00:00 +0000 UTC,local,13.49,13.24,13.34,13.72,1021,None,None,90,1.26,None,98,overcast clouds
